id,text,exact_label,label,tokens,lemmas,upos
2822123251180738,So those that don't think like you should be beaten?  Why do liberals think violence will change minds?,Acceptable speech,0,So those that do n't think like you should be beaten ? Why do liberals think violence will change minds ?,so those that do not think like you should be beaten ? why do liberal think violence will change mind ?,ADV PRON PRON AUX PART VERB SCONJ PRON AUX AUX VERB PUNCT ADV AUX NOUN VERB NOUN AUX VERB NOUN PUNCT
2822812484445148,What's the world coming too? Yes v No. Democrats v Republican. My god v your god. Tories v the people. 😉 maybe NKDR has got it right.,Acceptable speech,0,What 's the world coming too ? Yes v No. Democrats v Republican . My god v your god . Tories v the people . 😉 maybe NKDR has got it right .,what be the world come too ? yes v no. Democrats v Republican . my god v you god . tory v the people . 😉 maybe NKDR have get it right .,PRON AUX DET NOUN VERB ADV PUNCT INTJ PROPN PROPN PROPN ADP PROPN PUNCT PRON NOUN VERB PRON NOUN PUNCT PROPN VERB DET NOUN PUNCT INTJ ADV PROPN AUX VERB PRON ADV PUNCT
2822057037854026,Mental illness for a reason.,Background offensive,1,Mental illness for a reason .,Mental illness for a reason .,ADJ NOUN ADP DET NOUN PUNCT
2822063101186753,"Yes, bigotry is a mental illness",Acceptable speech,0,"Yes , bigotry is a mental illness","yes , bigotry be a mental illness",INTJ PUNCT NOUN AUX DET ADJ NOUN
2822065707853159,"Are you a scientist? It has been proven people can be born gay, as can animals, just like we can be born heterosexual. Neither are a mental illness. Please educate yourself.",Acceptable speech,0,"Are you a scientist ? It has been proven people can be born gay , as can animals , just like we can be born heterosexual . Neither are a mental illness . Please educate yourself .","be you a scientist ? it have be prove people can be bear gay , as can animal , just like we can be bear heterosexual . neither be a mental illness . please educate yourself .",AUX PRON DET NOUN PUNCT PRON AUX AUX VERB NOUN AUX AUX VERB ADJ PUNCT SCONJ AUX NOUN PUNCT ADV SCONJ PRON AUX AUX VERB ADJ PUNCT ADV AUX DET ADJ NOUN PUNCT INTJ VERB PRON PUNCT
2822079481185115,No people are not born gay. The chemical you eat and drink turn you gay. Estrogen & atrazine ACTUALLY make you gay,Background offensive,1,No people are not born gay . The chemical you eat and drink turn you gay . Estrogen & atrazine ACTUALLY make you gay,no people be not bear gay . the chemical you eat and drink turn you gay . Estrogen & atrazine actually make you gay,DET NOUN AUX PART VERB ADJ PUNCT DET ADJ PRON VERB CCONJ VERB VERB PRON ADJ PUNCT NOUN CCONJ NOUN ADV VERB PRON ADJ
2822084751184588,People with the same thinking as you pollutes the earth.,Other offensive,1,People with the same thinking as you pollutes the earth .,people with the same thinking as you pollute the earth .,NOUN ADP DET ADJ NOUN SCONJ PRON VERB DET NOUN PUNCT
2822114481181615,Islam is a mental Illness.,Background offensive,1,Islam is a mental Illness .,Islam be a mental Illness .,PROPN AUX DET ADJ NOUN PUNCT
2822133534513043,Being normal is mental illness,Acceptable speech,0,Being normal is mental illness,be normal be mental illness,AUX ADJ AUX ADJ NOUN
2822603534466043,Back off and grow up ppl it's either a Yes or No vote without a fight in the middle whatever will be will be,Acceptable speech,0,Back off and grow up ppl it 's either a Yes or No vote without a fight in the middle whatever will be will be,back off and grow up ppl it be either a yes or no vote without a fight in the middle whatever will be will be,ADV ADP CCONJ VERB ADP NOUN PRON AUX CCONJ DET INTJ CCONJ DET NOUN ADP DET NOUN ADP DET NOUN PRON AUX AUX AUX AUX
2822808157778914,They should jiust can the vote ....too much violence and intimidation... let's review it again in 2000 years and focus our efforts and budget on things that really matter like housing education immigration and super....,Acceptable speech,0,They should jiust can the vote .... too much violence and intimidation ... let 's review it again in 2000 years and focus our efforts and budget on things that really matter like housing education immigration and super ....,they should jiust can the vote .... too much violence and intimidation ... let 's review it again in 2000 year and focus we effort and budget on thing that really matter like housing education immigration and super ....,PRON AUX VERB AUX DET NOUN PUNCT ADV ADJ NOUN CCONJ NOUN PUNCT VERB PRON VERB PRON ADV ADP NUM NOUN CCONJ VERB PRON NOUN CCONJ NOUN ADP NOUN PRON ADV VERB ADP NOUN NOUN NOUN CCONJ ADV PUNCT
2822900414436355,The feral yes camp don't believe on equality. They prove it everytime with their vitriolic attacks on people with differing views. They're just a pack of pathetic inbreeds that will forever gnash their teeth at anyone who doesn't share their narrow and self indulgent narrative.,Other offensive,1,The feral yes camp do n't believe on equality . They prove it everytime with their vitriolic attacks on people with differing views . They 're just a pack of pathetic inbreeds that will forever gnash their teeth at anyone who does n't share their narrow and self indulgent narrative .,the feral yes camp do not believe on equality . they prove it everytime with they vitriolic attack on people with differ view . they be just a pack of pathetic inbreed that will forever gnash they tooth at anyone who do not share they narrow and self indulgent narrative .,DET ADJ INTJ NOUN AUX PART VERB ADP NOUN PUNCT PRON VERB PRON ADV ADP PRON ADJ NOUN ADP NOUN ADP VERB NOUN PUNCT PRON AUX ADV DET NOUN ADP ADJ NOUN PRON AUX ADV VERB PRON NOUN ADP PRON PRON AUX PART VERB PRON ADJ CCONJ PRON ADJ NOUN PUNCT
2823044611088602,"Look at the way gays have been threatened by catholics so long - hung, burnt, executed and so on. Gays just gave those bigots a couple of punches and catholics at once became victims ? Haha. No sympathy to ""no"" voters.",Acceptable speech,0,"Look at the way gays have been threatened by catholics so long - hung , burnt , executed and so on . Gays just gave those bigots a couple of punches and catholics at once became victims ? Haha . No sympathy to "" no "" voters .","look at the way gays have be threaten by catholics so long - hang , burnt , execute and so on . Gays just give those bigot a couple of punch and catholics at once become victim ? Haha . no sympathy to "" no "" voter .",VERB ADP DET NOUN NOUN AUX AUX VERB ADP NOUN ADV ADV PUNCT VERB PUNCT ADJ PUNCT VERB CCONJ ADV ADV PUNCT PROPN ADV VERB DET NOUN DET NOUN ADP NOUN CCONJ NOUN ADV ADV VERB NOUN PUNCT INTJ PUNCT DET NOUN ADP PUNCT DET PUNCT NOUN PUNCT
2822182234508173,If you want gay marriage don't go to some political rally and harass 'no' supporters. Just tick 'yes' on the form. Do the same thing if you don't want it. Keep your opinion to yourself and tick whatever box you like. There's no need for all these people out there behaving like children from both camps,Acceptable speech,0,If you want gay marriage do n't go to some political rally and harass ' no ' supporters . Just tick ' yes ' on the form . Do the same thing if you do n't want it . Keep your opinion to yourself and tick whatever box you like . There 's no need for all these people out there behaving like children from both camps,if you want gay marriage do not go to some political rally and harass ' no ' supporter . just tick ' yes ' on the form . do the same thing if you do not want it . keep you opinion to yourself and tick whatever box you like . there be no need for all these people out there behave like child from both camp,SCONJ PRON VERB ADJ NOUN AUX PART VERB ADP DET ADJ NOUN CCONJ VERB PUNCT DET PUNCT NOUN PUNCT ADV VERB PUNCT INTJ PUNCT ADP DET NOUN PUNCT VERB DET ADJ NOUN SCONJ PRON AUX PART VERB PRON PUNCT VERB PRON NOUN ADP PRON CCONJ VERB DET NOUN PRON VERB PUNCT PRON VERB DET NOUN SCONJ DET DET NOUN ADV ADV VERB ADP NOUN ADP DET NOUN
2827330947326635,It is liberal extremists like these people that caused the rise of Trump  to power. Do note that I have no love for Trump except the fact that he is a disruptor.,Acceptable speech,0,It is liberal extremists like these people that caused the rise of Trump to power . Do note that I have no love for Trump except the fact that he is a disruptor .,it be liberal extremist like these people that cause the rise of trump to power . do note that I have no love for trump except the fact that he be a disruptor .,PRON AUX ADJ NOUN ADP DET NOUN PRON VERB DET NOUN ADP PROPN ADP NOUN PUNCT AUX VERB SCONJ PRON VERB DET NOUN ADP PROPN ADP DET NOUN SCONJ PRON AUX DET NOUN PUNCT
2825144797545250,Poor No voters !! they think their voices will be heard !!! they will legalize it even of 99.9% voted no. Because they are scared from Human Right Group.,Acceptable speech,0,Poor No voters !! they think their voices will be heard !!! they will legalize it even of 99.9 % voted no . Because they are scared from Human Right Group .,poor no voter !! they think they voice will be hear !!! they will legalize it even of 99.9 % vote no . because they be scared from Human Right Group .,ADJ DET NOUN PUNCT PRON VERB PRON NOUN AUX AUX VERB PUNCT PRON AUX VERB PRON ADV ADP NUM SYM VERB INTJ PUNCT SCONJ PRON AUX ADJ ADP PROPN PROPN PROPN PUNCT
2830456610347402,Which human rights group would that be as both the UNHRC and the ECHR have not endorsed ssm as a human right.,Acceptable speech,0,Which human rights group would that be as both the UNHRC and the ECHR have not endorsed ssm as a human right .,which human rights group would that be as both the unhrc and the ECHR have not endorse ssm as a human right .,DET ADJ NOUN NOUN AUX PRON AUX ADP CCONJ DET PROPN CCONJ DET PROPN AUX PART VERB PROPN ADP DET ADJ NOUN PUNCT
2822056887854041,"Love is love, and it always wins. Please go and Vote Yes.",Acceptable speech,0,"Love is love , and it always wins . Please go and Vote Yes .","love be love , and it always win . please go and vote yes .",NOUN AUX NOUN PUNCT CCONJ PRON ADV VERB PUNCT INTJ VERB CCONJ VERB INTJ PUNCT
2822088077850922,Dont be a snowflake Philip Murphy,Other offensive,1,Do nt be a snowflake Philip Murphy,do not be a snowflake Philip Murphy,AUX PART AUX DET NOUN PROPN PROPN
2822127797846950,Philip Murphy you are an idiot.,Other offensive,1,Philip Murphy you are an idiot .,Philip Murphy you be a idiot .,PROPN PROPN PRON AUX DET NOUN PUNCT
2822137764512620,"Ketan Deswal are you showing your ""love"" now.  libtard",Other offensive,1,"Ketan Deswal are you showing your "" love "" now . libtard","Ketan deswal be you show you "" love "" now . libtard",PROPN PROPN AUX PRON VERB PRON PUNCT NOUN PUNCT ADV PUNCT NOUN
2822138254512571,typical. a Canadian. telling people what to do.. go away,Other offensive,1,typical . a Canadian . telling people what to do .. go away,typical . a Canadian . tell people what to do .. go away,ADJ PUNCT DET PROPN PUNCT VERB NOUN PRON PART VERB PUNCT VERB ADV
2822140104512386,Karen Hanna r u on ur period??,Other offensive,1,Karen Hanna r u on ur period ??,Karen Hanna be u on you period ??,PROPN PROPN AUX PRON ADP PRON NOUN PUNCT
2822167124509684,Manny Mendoza  did you want a selfie of it? pm me...,Acceptable speech,0,Manny Mendoza did you want a selfie of it ? pm me ...,Manny Mendoza do you want a selfie of it ? pm I ...,PROPN PROPN AUX PRON VERB DET NOUN ADP PRON PUNCT AUX PRON PUNCT
2822180594508337,Karen Hanna how hypocritical. A canadian criticizing another canadian for being canadian,Other offensive,1,Karen Han na how hypocritical . A canadian criticizing another canadian for being canadian,Karen han to how hypocritical . a canadian criticize another canadian for be canadian,PROPN PROPN PART ADV ADJ PUNCT DET ADJ VERB DET ADJ SCONJ AUX ADJ
2822207787838951,Karen Hanna u need therapy,Other offensive,1,Karen Hanna u need therapy,Karen Hanna u need therapy,PROPN PROPN PRON VERB NOUN
2822255427834187,"""LOVE is LOVE""
Says a dude standing on the US flag!!! Yeah we get it",Acceptable speech,0,""" LOVE is LOVE "" Says a dude standing on the US flag !!! Yeah we get it",""" love be love "" say a dude stand on the US flag !!! yeah we get it",PUNCT NOUN AUX NOUN PUNCT VERB DET NOUN VERB ADP DET PROPN NOUN PUNCT INTJ PRON VERB PRON
2822326551160408,"Please go & vote Yes! 
You don't speak for me... it's a No!",Acceptable speech,0,Please go & vote Yes ! You do n't speak for me ... it 's a No !,please go & vote yes ! you do not speak for I ... it be a no !,INTJ VERB CCONJ VERB INTJ PUNCT PRON AUX PART VERB ADP PRON PUNCT PRON AUX DET INTJ PUNCT
2822399351153128,"It might win but it doesn't last, the best thingO to kill love is marriage.",Acceptable speech,0,"It might win but it does n't last , the best thing O to kill love is marriage .","it might win but it do not last , the best thing o to kill love be marriage .",PRON AUX VERB CCONJ PRON AUX PART VERB PUNCT DET ADJ NOUN VERB PART VERB NOUN AUX NOUN PUNCT
2822425494483847,"Bogdan Lupu Okay. 
Check the US flag on Internet, and see the flag on my profile picture. 
And, then, tell me.",Acceptable speech,0,"Bogdan Lupu Okay . Check the US flag on Internet , and see the flag on my profile picture . And , then , tell me .","Bogdan Lupu okay . check the US flag on internet , and see the flag on my profile picture . and , then , tell I .",PROPN PROPN INTJ PUNCT VERB DET PROPN NOUN ADP NOUN PUNCT CCONJ VERB DET NOUN ADP PRON NOUN NOUN PUNCT CCONJ PUNCT ADV PUNCT VERB PRON PUNCT
2822427381150325,"Jasmine Pearce Actually, it is Yes for me.",Acceptable speech,0,"Jasmine Pearce Actually , it is Yes for me .","Jasmine pearce actually , it be yes for I .",PROPN PROPN ADV PUNCT PRON AUX INTJ ADP PRON PUNCT
2822564724469924,Ketan Deswal good on you. It's a No from me.,Acceptable speech,0,Ketan Deswal good on you . It 's a No from me .,Ketan deswal good on you . it be a no from I .,PROPN PROPN ADJ ADP PRON PUNCT PRON AUX DET ADV ADP PRON PUNCT
2822107564515640,"these ""yes"" people are real charmers..........",Other offensive,1,"these "" yes "" people are real charmers ..........","these "" yes "" people be real charmer ..........",DET PUNCT INTJ PUNCT NOUN AUX ADJ NOUN PUNCT
2822143381178725,"And the ""no"" bigots are even worst",Other offensive,1,"And the "" no "" bigots are even worst","and the "" no "" bigot be even worst",CCONJ DET PUNCT DET PUNCT NOUN AUX ADV ADJ
2822153184511078,"Manny Mendoza oh, you mean the ones that started the violence. get a grip on reality",Other offensive,1,"Manny Mendoza oh , you mean the ones that started the violence . get a grip on reality","Manny Mendoza oh , you mean the one that start the violence . get a grip on reality",PROPN PROPN INTJ PUNCT PRON VERB DET NOUN PRON VERB DET NOUN PUNCT VERB DET NOUN ADP NOUN
2822213157838414,Manny and Ingrid are working overtime to secure those undecided voters into the no camp.  There's no other rational reason someone could act so stupid.,Other offensive,1,Manny and Ingrid are working overtime to secure those undecided voters into the no camp . There 's no other rational reason someone could act so stupid .,Manny and ingrid be work overtime to secure those undecided voter into the no camp . there be no other rational reason someone could act so stupid .,PROPN CCONJ PROPN AUX VERB NOUN PART VERB DET ADJ NOUN ADP DET DET NOUN PUNCT PRON VERB DET ADJ ADJ NOUN PRON AUX VERB ADV ADJ PUNCT
2822282551164808,Karen Hanna get a soul,Other offensive,1,Karen Hanna get a soul,Karen Hanna get a soul,PROPN PROPN VERB DET NOUN
2822333194493077,Kate Smith  l agree with you... the bullies are working overtime... it's a NO from me.,Acceptable speech,0,Kate Smith l agree with you ... the bullies are working overtime ... it 's a NO from me .,kate Smith l agree with you ... the bully be work overtime ... it be a no from I .,PROPN PROPN PROPN VERB ADP PRON PUNCT DET NOUN AUX VERB ADV PUNCT PRON AUX DET ADV ADP PRON PUNCT
2822221237837606,"How is gay marriage allowed? In the eyes of God, one man, one woman.",Background offensive,1,"How is gay marriage allowed ? In the eyes of God , one man , one woman .","how be gay marriage allow ? in the eye of God , one man , one woman .",ADV AUX ADJ NOUN VERB PUNCT ADP DET NOUN ADP PROPN PUNCT NUM NOUN PUNCT NUM NOUN PUNCT
2822241707835559,Because religion doesn't make the rules. Don't force your religion on people.,Acceptable speech,0,Because religion does n't make the rules . Do n't force your religion on people .,because religion do not make the rule . do not force you religion on people .,SCONJ NOUN AUX PART VERB DET NOUN PUNCT AUX PART VERB PRON NOUN ADP NOUN PUNCT
2822244021168661,Then don't try and force you're gayness onto us. It's not normal and every religious book says it's wrong.,Background offensive,1,Then do n't try and force you 're gayness onto us . It 's not normal and every religious book says it 's wrong .,then do not try and force you be gayness onto we . it be not normal and every religious book say it be wrong .,ADV AUX PART VERB CCONJ VERB PRON AUX NOUN ADP PRON PUNCT PRON AUX PART ADJ CCONJ DET ADJ NOUN VERB PRON AUX ADJ PUNCT
2822247451168318,It currently isn't but not everybody believes in God or in your definition of marriage,Acceptable speech,0,It currently is n't but not everybody believes in God or in your definition of marriage,it currently be not but not everybody believe in God or in you definition of marriage,PRON ADV AUX PART CCONJ PART PRON VERB ADP PROPN CCONJ ADP PRON NOUN ADP NOUN
2822276097832120,Steve Collins ur disgusting,Other offensive,1,Steve Collins ur disgusting,Steve Collins you disgusting,PROPN PROPN PART ADJ
2822302584496138,Steve Collins is that only for male gays? as I can't find anywhere in the bible God saying anything about female gays. Oh yeah cos men wrote it.,Acceptable speech,0,Steve Collins is that only for male gays ? as I ca n't find anywhere in the bible God saying anything about female gays . Oh yeah cos men wrote it .,Steve Collins be that only for male gays ? as I can not find anywhere in the bible God say anything about female gays . oh yeah cos man write it .,PROPN PROPN AUX PRON ADV ADP ADJ NOUN PUNCT SCONJ PRON AUX PART VERB ADV ADP DET NOUN PROPN VERB PRON ADP ADJ NOUN PUNCT INTJ INTJ DET NOUN VERB PRON PUNCT
2822315067828223,Manny Mendoza nope you are disgusting,Other offensive,1,Manny Mendoza nope you are disgusting,Manny Mendoza nope you be disgusting,PROPN PROPN INTJ PRON AUX ADJ
2822367944489602,Manny Mendoza Sweetie get a life instead of trolling everyone that doesn't agree with you,Other offensive,1,Manny Mendoza Sweetie get a life instead of trolling everyone that does n't agree with you,Manny Mendoza Sweetie get a life instead of trolling everyone that do not agree with you,PROPN PROPN NOUN VERB DET NOUN ADV SCONJ VERB PRON PRON AUX PART VERB ADP PRON
2823147681078295,Jasmine Pearce says the bigot,Other offensive,1,Jasmine Pearce says the bigot,Jasmine pearce say the bigot,PROPN PROPN VERB DET NOUN
2823148411078222,Bogdan Lupu another bigot,Other offensive,1,Bogdan Lupu another bigot,Bogdan Lupu another bigot,PROPN PROPN DET NOUN
2823148914411505,i dont agree with bigots....,Acceptable speech,0,i do nt agree with bigots ....,i do not agree with bigot ....,PRON AUX PART VERB ADP NOUN PUNCT
2823832254343171,Manny Mendoza so anyone that Holds a different view is a bigot. Not to mention your personal message to me that started with f word. Where did i saw this ?! Hmm antifa! You are nothing But a fascist full of hate.,Other offensive,1,Manny Mendoza so anyone that Holds a different view is a bigot . Not to mention your personal message to me that started with f word . Where did i saw this ?! Hmm antifa ! You are nothing But a fascist full of hate .,Manny Mendoza so anyone that hold a different view be a bigot . not to mention you personal message to I that start with f word . where do i see this ?! Hmm antifa ! you be nothing but a fascist full of hate .,PROPN PROPN ADV PRON PRON VERB DET ADJ NOUN AUX DET NOUN PUNCT ADV PART VERB PRON ADJ NOUN ADP PRON PRON VERB ADP NOUN NOUN PUNCT ADV AUX PRON VERB PRON PUNCT INTJ INTJ PUNCT PRON AUX PRON CCONJ DET ADJ ADJ ADP NOUN PUNCT
2823887674337629,"Manny Mendoza, instead of being a hater with anyone that does not agree with you, how about just shutting up",Other offensive,1,"Manny Mendoza , instead of being a hater with anyone that does not agree with you , how about just shutting up","Manny Mendoza , instead of be a hater with anyone that do not agree with you , how about just shut up",PROPN PROPN PUNCT ADV SCONJ AUX DET NOUN ADP PRON PRON AUX PART VERB ADP PRON PUNCT ADV SCONJ ADV VERB ADP
2823997554326641,"No one is trying to force you to live a gay life, that would be ludicrous. Just as it is that you are trying to force us to live by your religion. Your religion is your choice, please keep it out of our lives.",Acceptable speech,0,"No one is trying to force you to live a gay life , that would be ludicrous . Just as it is that you are trying to force us to live by your religion . Your religion is your choice , please keep it out of our lives .","no one be try to force you to live a gay life , that would be ludicrous . just as it be that you be try to force we to live by you religion . you religion be you choice , please keep it out of we life .",DET NOUN AUX VERB PART VERB PRON PART VERB DET ADJ NOUN PUNCT PRON AUX AUX ADJ PUNCT ADV SCONJ PRON VERB SCONJ PRON AUX VERB PART VERB PRON PART VERB ADP PRON NOUN PUNCT PRON NOUN AUX PRON NOUN PUNCT INTJ VERB PRON ADP ADP PRON NOUN PUNCT
2824489930944070,Kate Sprigings good! Dont force us to accept your LifeStyle.,Acceptable speech,0,Kate Sprigings good ! Do nt force us to accept your LifeStyle .,kate spriging good ! do not force we to accept you LifeStyle .,PROPN PROPN ADJ PUNCT AUX PART VERB PRON PART VERB PRON NOUN PUNCT
2822238304502566,Free speech is fine so long as I agree with what your saying. Look out Australia your going to end up like the UK.,Acceptable speech,0,Free speech is fine so long as I agree with what your saying . Look out Australia your going to end up like the UK .,free speech be fine so long as I agree with what you saying . look out Australia you go to end up like the UK .,ADJ NOUN AUX ADJ ADV ADV SCONJ PRON VERB SCONJ PRON PRON NOUN PUNCT VERB ADP PROPN PRON VERB PART VERB ADP ADP DET PROPN PUNCT
2822089681184095,Typical tolerant lefty twats.these are fascists.,Other offensive,1,Typical tolerant lefty twats . these are fascists .,Typical tolerant lefty twat . these be fascist .,ADJ ADJ NOUN NOUN PUNCT PRON AUX NOUN PUNCT
2822093964517000,Says the faceless troll,Other offensive,1,Says the faceless troll,say the faceless troll,VERB DET ADJ NOUN
2822358244490572,It's Ok to say No.!! Then it's a NO from me...,Acceptable speech,0,It 's Ok to say No .!! Then it 's a NO from me ...,it be ok to say no .!! then it be a no from I ...,PRON AUX ADJ PART VERB INTJ PUNCT ADV PRON AUX DET ADV ADP PRON PUNCT
2822620091131054,enjoy hell bigot,Other offensive,1,enjoy hell bigot,enjoy hell bigot,VERB NOUN NOUN
2822718941121169,Comments like that aren't helpful. Everyone is allowed their opinion whether u agree or not. At leastbour polys had the guts to pass laws allowing it.,Acceptable speech,0,Comments like that are n't helpful . Everyone is allowed their opinion whether u agree or not . At leastbour polys had the guts to pass laws allowing it .,comment like that be not helpful . everyone be allow they opinion whether u agree or not . at leastbour poly have the gut to pass law allow it .,NOUN ADP PRON AUX PART ADJ PUNCT PRON AUX VERB PRON NOUN SCONJ PRON VERB CCONJ PART PUNCT ADP ADJ NOUN VERB DET NOUN PART VERB NOUN VERB PRON PUNCT
2823044104421986,Its a No from me 👍,Acceptable speech,0,Its a No from me 👍,its a no from I 👍,PRON DET DET ADP PRON PUNCT
2823145377745192,Jasmine Pearce its a burn in hell bigot for me,Other offensive,1,Jasmine Pearce it s a burn in hell bigot for me,Jasmine pearce it be a burn in hell bigot for I,PROPN PROPN PRON AUX DET NOUN ADP NOUN NOUN ADP PRON
2823227341070329,Manny Mendoza Awesome we get to meet each other one day... 👏👏👏,Acceptable speech,0,Manny Mendoza Awesome we get to meet each other one day ... 👏👏👏,Manny Mendoza awesome we get to meet each other one day ... 👏👏👏,PROPN PROPN ADJ PRON VERB PART VERB DET ADJ NUM NOUN PUNCT PUNCT
2823354591057604,Jasmine Pearce i dont meet with bigots,Other offensive,1,Jasmine Pearce i do nt meet with bigots,Jasmine pearce i do not meet with bigot,PROPN PROPN PRON AUX PART VERB ADP NOUN
2823361604390236,ur the demon here,Other offensive,1,ur the demon here,you the demon here,PRON DET NOUN ADV
2823371031055960,Manny Mendoza cool sweetie you can pray for me in heaven if you think Gods gonna send me to hell for voting No,Acceptable speech,0,Manny Mendoza cool sweetie you can pray for me in heaven if you think Gods gon na send me to hell for voting No,Manny Mendoza cool sweetie you can pray for I in heaven if you think Gods go to send I to hell for voting no,PROPN PROPN ADJ NOUN PRON AUX VERB ADP PRON ADP NOUN SCONJ PRON VERB NOUN VERB PART VERB PRON ADP NOUN SCONJ NOUN INTJ
2823507741042289,Im an atheist u homophobic demon,Other offensive,1,Im an atheist u homophobic demon,Im a atheist u homophobic demon,AUX DET ADJ PRON ADJ NOUN
2830419593684437,"Manny Mendoza, you seem to be very intolerant of Jasmine because of her opinion, guess what, that makes you a bigot. Also because someone may vote NO doesn't mean they have an irrational fear of homosexuals.",Acceptable speech,0,"Manny Mendoza , you seem to be very intolerant of Jasmine because of her opinion , guess what , that makes you a bigot . Also because someone may vote NO does n't mean they have an irrational fear of homosexuals .","Manny Mendoza , you seem to be very intolerant of Jasmine because of she opinion , guess what , that make you a bigot . also because someone may vote no do not mean they have a irrational fear of homosexual .",PROPN PROPN PUNCT PRON VERB PART AUX ADV ADJ ADP PROPN ADP ADP PRON NOUN PUNCT VERB PRON PUNCT PRON VERB PRON DET NOUN PUNCT ADV SCONJ PRON AUX VERB INTJ AUX PART VERB PRON VERB DET ADJ NOUN ADP NOUN PUNCT
2822084337851296,"My rights and its my choice to vote ""yes"" or "" no""",Acceptable speech,0,"My rights and it s my choice to vote "" yes "" or "" no ""","my rights and it be my choice to vote "" yes "" or "" no """,PRON NOUN CCONJ PRON AUX PRON NOUN PART VERB PUNCT INTJ PUNCT CCONJ PUNCT INTJ PUNCT
2822131614513235,"typical Libtards always talk about ""love"" when in fact they don't have any",Other offensive,1,"typical Libtards always talk about "" love "" when in fact they do n't have any","typical Libtards always talk about "" love "" when in fact they do not have any",ADJ NOUN ADV VERB ADP PUNCT NOUN PUNCT ADV ADP NOUN PRON AUX PART VERB DET
2822141474512249,U need therapy,Other offensive,1,U need therapy,u need therapy,PRON VERB NOUN
2822144231178640,Manny Mendoza stunning comeback,Acceptable speech,0,Manny Mendoza stunning comeback,Manny Mendoza stun comeback,PROPN PROPN ADJ NOUN
2822280427831687,says the bigot,Other offensive,1,says the bigot,say the bigot,VERB DET NOUN
2822246124501784,"I think you'll find that they just want to have it, because if they did have it, then this wouldn't be happening",Acceptable speech,0,"I think you 'll find that they just want to have it , because if they did have it , then this would n't be happening","I think you will find that they just want to have it , because if they do have it , then this would not be happen",PRON VERB PRON AUX VERB SCONJ PRON ADV VERB PART VERB PRON PUNCT SCONJ SCONJ PRON AUX VERB PRON PUNCT ADV PRON AUX PART AUX VERB
2822283437831386,You need to respect and be tolerant of peoples right to say no. Simple as that,Acceptable speech,0,You need to respect and be tolerant of peoples right to say no . Simple as that,you need to respect and be tolerant of people right to say no . simple as that,PRON VERB PART VERB CCONJ AUX ADJ ADP NOUN ADV PART VERB INTJ PUNCT ADJ ADP PRON
2822823567777373,Amazing how people preach tolerance and acceptance until it goes against their own agenda.,Acceptable speech,0,Amazing how people preach tolerance and acceptance until it goes against their own agenda .,amazing how people preach tolerance and acceptance until it go against they own agenda .,ADJ ADV NOUN VERB NOUN CCONJ NOUN SCONJ PRON VERB ADP PRON ADJ NOUN PUNCT
2822526791140384,Men marrying men...  Who heard of anything so ridiculous.,Background offensive,1,Men marrying men ... Who heard of anything so ridiculous .,Men marrying man ... who hear of anything so ridiculous .,NOUN VERB NOUN PUNCT PRON VERB ADP PRON ADV ADJ PUNCT
2822696511123412,Always the left that gets violent .,Other offensive,1,Always the left that gets violent .,always the left that get violent .,ADV DET NOUN PRON VERB ADJ PUNCT
2822825231110540,"Why are yes voters so full of hatred. Makes you think, doesn't it",Acceptable speech,0,"Why are yes voters so full of hatred . Makes you think , does n't it","why be yes voter so full of hatred . make you think , do not it",ADV AUX ADJ NOUN ADV ADJ ADP NOUN PUNCT VERB PRON VERB PUNCT AUX PART PRON
2822893117770418,"maybe being deprived of equal rights does that, just an idea.",Acceptable speech,0,"maybe being deprived of equal rights does that , just an idea .","maybe be deprive of equal rights do that , just a idea .",ADV AUX VERB ADP ADJ NOUN VERB PRON PUNCT ADV DET NOUN PUNCT
2822677477791982,Vote no & stop all the Buming.,Background offensive,1,Vote no & stop all the Buming .,vote no & stop all the Buming .,VERB INTJ CCONJ VERB DET DET NOUN PUNCT
2823061491086914,"so called ""liberals"" kicking off again because they want their own way,",Other offensive,1,"so called "" liberals "" kicking off again because they want their own way ,","so call "" liberal "" kick off again because they want they own way ,",ADV VERB PUNCT NOUN PUNCT VERB ADP ADV SCONJ PRON VERB PRON ADJ NOUN PUNCT
2823159557743774,says the bigot,Other offensive,1,says the bigot,say the bigot,VERB DET NOUN
2822647421128321,Both sides are guilty of this. Stop stirring the pot daily mail.,Other offensive,1,Both sides are guilty of this . Stop stirring the pot daily mail .,both side be guilty of this . stop stir the pot daily mail .,DET NOUN AUX ADJ ADP PRON PUNCT VERB VERB DET NOUN ADJ NOUN PUNCT
2823105431082520,I see the homobullies are at it again.,Background offensive,1,I see the homobullies are at it again .,I see the homobully be at it again .,PRON VERB DET NOUN AUX ADP PRON ADV PUNCT
